idn,akz,bbg,standort,signatur_g,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,einrichtung,exemplar
1066674566,L-1544-315063092,Aaf,DBSM/M/Klemm,"III 60, 71","III 60, 71","VALERII|| MAXIMI FACTO-||RVM DICTORVMQVE|| memorabilium Libri Nouem.|| PRAETEREA CAII TITII|| Probi, in Decimum Lib. huius Ope=||ris, Epitome, etc.|| ", : ,"[12] Bl., 574 S., [1] Bl.",,,,,,,,,,1,03
994061137,L-1546-154448621,Aal,DBSM/M/Klemm,"III 60, 72","III 60, 72",LITVRGIA|| S. BASILII|| MAG. NVPER E|| TENEBRIS ERVTA; ET|| in lucem nunc primum|| edita.|| CVM PRAEFATIO-||ne Georgij Vuicelij [Georg Witzel].|| : , : ,"[44] Bl.m. Holzschn.-Init.,Dr.-Sign.auf Titelbl.u.am Schluß",,,,,,,,,,1,02
1066963118,L-1546-315493399,Aaf,DBSM/M/Klemm,"III 60, 73","III 60, 73","LAVS|| MARIAE DEI/||PARAE VIRGINIS, EX|| antiquißimis Ecclesiae|| Catholicae Patri/||bus agge/||sta.|| PER GEORGI/||VM VVICELIVM.|| : ", : ,[28] Bl.,,,,,,,,,,1,02
1079607978,L-1546-343788683,Aaf,DBSM/M/Klemm,"III 60, 74","III 60, 74",Titi Liuij deß|| aller redsprechsten vnd hochbe=||r#[ue]mpsten geschicht schreibersz/ R#[oe]mische Historien/|| jetzundt mit gantzen fleiß besichtigt/, : ,"11 statt 12], CCCCL [i.e.451], [1], XCIII, [1] Bl.",,,,,,,,,,1,02
997743751,L-1548-164688943,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","ABschiedt Der|| Röm. Keys. Maiest. vnd ge||meyner Stend, vff dem Reichsztag z°u Aug||spurg vffgericht, Anno domini|| M. D. XLVIII.|| Resolution vnd Er", : ,"[1], 41, [2, davon 1 leer] Bl.",,,,,,,,VD 16  R 797 hat keine beigefügten Schriften; dafür wurden die zur Ausg. VD 16 R 796 gehörenden beigefügten Schriften hier angebunden,,1,02
99774653X,L-1548-164691529,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","Der @Römischen|| Keiserlichen Maiestat|| Erklärung, wie es der Reli||gion halben, imm Heyligen|| Reich, biß z°u Außtrag deß|| gemeynen Concilij gehalt", : ,36 Bl.,,,,,,,,,,1,02
997747110,L-1548-164692118,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","SACRAE CAESA||REAE MAIESTATIS DECLA||RATIO, QVOMODO IN NE||gocio Religionis per Imperium usq ad definitionem|| Concilij generalis uiuendum sit, in Com", : ,"Titel. m. Holzschn., 27 Bl.",,,,,,,,,,1,02
997748354,L-1548-164693211,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","FORMVLA RE||FORMATIONIS PER CAE||SAREM MAIESTATEM|| Statibus Ecclesiasticis in Comitijs Augustanis ad de||liberandum proposita, & ab eisdem, ut paci p", : ,[2] Bl.,,,,,,,,,,1,02
99775110X,L-1548-164696334,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","Der @Römischen|| Key. Mai. vnd|| gemeyner Stend deß|| Heyligen Reichs ange||nommene vnd bewilligte Cammergerichts Ordnung, z°u befürderung gemeynes n°", : ,[12] Bl.,,,,,,,,,,1,02
997755229,L-1548-164700684,Aal,DBSM/M/Klemm,"III 60, 75","III 60, 75","Römischer Keyser||licher Maiestat,|| vnd deß heyligen Reichs Landtfriden|| auff dem Reichßtag zu Augspurg declariert, er||neüweret, auffgericht, vnnd ", : ,Titelbl.,,,,,,,,,,1,02
1066865094,L-1548-315323418,AaB,DBSM/M/Klemm,"III 60, 76","III 60, 76","FORMVLA RE=||FORMATIONIS PER CAE-||SAREAM MAIESTATEM|| Statibus Ecclesiasticis in Comitijs Augustanis ad de-||liberandum proposita, et ab eisdem, ut p", : ,"[2], 21, [1] Bl.",,,,,,,,,,1,02
1066868867,L-1549-315326913,AaB,DBSM/M/Klemm,"III 60, 77","III 60, 77","SACRAE CAESA=||REAE MAIESTATIS DECLARA-||RATIO, QVOMODO IN NE-||gocio Religionis per Imperium usqz ad definitionem|| Concilij generalis uiuendum sit, ", : ,"[1], 27 Bl.",,,,,,,,,,1,02
1066866147,L-1549-315324384,Aaf,DBSM/M/Klemm,"III 60, 78","III 60, 78",DEr @Römischen|| Keiserlichen Maiestat|| Erklärung/ wie es der Reli=||gion halben/ imm Heyligen|| Reich/ biß zÃ Außtrag deß|| gemeynen Concilij gehalt, : ,36 Bl.,,,,,,,,,,1,02
1066959668,L-1549-315490187,AaB,DBSM/M/Klemm,"III 60, 79","III 60, 79",R#[oe]mischer Keyser=||licher Maiestat/|| vnd deß Heyligen Reichs Landtfriden/|| auff dem Reichßtag zÄ Augspurg declariert/ er=||neüwert/ auffgericht/, : ,"[1], 23 Bl.",,,,,,,,,,1,02
1066867984,L-1549-315326158,Aaf,DBSM/M/Klemm,"III 60, 80","III 60, 80",Römischer Keyserli=||cher Maiestat/ vnd|| desz heyligen Reichs sondere Con=||stitutiones/ vff ettlichen/ hieuor/ gehal=||tenen Reichßtägen vffgericht , : ,"[1], 24, [1] Bl.",,,,,,,,,,1,02
997745096,L-1549-164690077,Aal,DBSM/M/Klemm,"III 60, 81","III 60, 81","ABschiedt Der|| Röm. Keys. Maiest. vnd ge||meyner Stend, vff dem Reichsztag z°u Aug||spurg vffgericht, Anno Domini|| M. D. XLVIII.|| Resolution vnd Er", : ,"[1], 41, [1] Bl.",,,,,,,,Beigefügte Schriften fehlen,,1,02
1066963517,L-1549-315493755,AaB,DBSM/M/Klemm,"III 60, 82","III 60, 82","AVREA BVLLA|| CAROLI QVARTI ROMANO-||RVM IMPERATORIS,|| & Regis Bohemiae, &c.|| ...|| : ", : ,"[2], 25 Bl.",,,,,,,,,,1,02
1066867984,L-1549-315326166,Aaf,DBSM/M/Klemm,"III 60, 83","III 60, 83",Römischer Keyserli=||cher Maiestat/ vnd|| desz heyligen Reichs sondere Con=||stitutiones/ vff ettlichen/ hieuor/ gehal=||tenen Reichßtägen vffgericht , : ,"[1], 24, [1] Bl.",,,,,,,,,,1,03
1066769680,L-1549-315192097,Aaf,DBSM/M/Klemm,"III 60, 84","III 60, 84",DEr Römi=||schen Key=||serlichen Maiestat|| Ordnung vnd Reforma=||tion/ gůter Pollicei/ zů|| befürderung deß gemey=||nen NÃtz/ vff dem Reichßtag zÃ Au, : ,"[1], 34 Bl.",,,,,,,,,,1,02
1066866635,L-1550-315324899,AaB,DBSM/M/Klemm,"III 60, 85","III 60, 85",DEr @Römischen|| Kay. Mai. vnd|| gemeyner Stend deß|| heyligen Reichs ange=||nommene vnd bewilligte Cammergerichts Ordnung/||... auß allen alten Cam=|, : ,"[12], 178 Bl.",,,,,,,,,,1,02
106687123X,L-1550-315329068,Aaf,DBSM/M/Klemm,"III 60, 86","III 60, 86",DE CON=||SCRIBENDIS|| EPISTOLIS|| DES. ERASMI|| ROTERODAMI OPVS.|| IOANNIS LVDOVICI VIVIS|| VALENTINI LIBEL=||lus uerè aureus.|| CONRADI CELTIS|| METH, : ,"[2] Bl., 547 [i.e.576] S., [2] Bl.",,,,,,,,,,1,02
1066957029,L-1551-31548764X,Aaf,DBSM/M/Klemm,"III 60, 87","III 60, 87",Titi Liuij deß|| aller Redsprechsten vnd Hochbe=||r#[ue]mpsten Geschichtschreibers/ R#[oe]mische Historien/|| jetzundt mit gantzen fleiß besichtigt/ g, : ,"[12],CCCCL[=451],[1],XCIII,[1]Bl.",,,,,,,,,,1,02
997745622,L-1551-164690565,Aal,DBSM/M/Klemm,"III 60, 88","III 60, 88","ABschiedt Der|| Röm. Keys. Maiest. vnd ge||meyner Stend, vff dem Reichßtag z°u Aug||spurg vffgericht, Anno Domini|| MDLI : ", : ,[2] Bl,,,,,,,,,,1,02
1066960593,L-1551-315491086,Aaf,DBSM/M/Klemm,"III 60, 89","III 60, 89",P. Ouidij Nasonis deß aller Sin=||reichsten Poeten METAMORPHOSIS/ Das|| ist von der wunderbarlicher Verenderung der Gestalten der Menschen/|| Thier/ v, : ,"[10] Bl., CLV [=152] Bl.",,,,,,,,,,1,02
1066458820,L-1552-314710604,Aaf,DBSM/M/Klemm,"III 60, 90","III 60, 90","AVREA BVLLA|| CAROLI QVARTI ROMANO-||RVM IMPERATORIS,|| & Regis Bohemiae, &c.|| ...|| : ", : ,"[2], 25 Bl.",,,,,,,,,,1,02
999770985,L-1552-169129314,Aal,DBSM/M/Klemm,"III 60, 90a","III 60, 90a","Des @Heyligen Römi=||schen Reichs Ordnungen.|| Die Gulden Bulla, sampt aller gehaltner Reichßtäg Abschieden.|| Besonderlich auch die Artickel vnd Ordn", : ,"[21] Bl. Reg., CCCXXVII, [1] Bl.",,,,,,,,,,1,02
1066868050,L-1555-315326255,AaB,DBSM/M/Klemm,"III 60, 91","III 60, 91",DEß aller Durch=||leüchtigsten/ Groß=||mechtigsten/ Vnüberwindt=||lichsten Keyser Karls deß fünfften/ vnd deß Heyligen Römischen Reichs peinlich Geric, : ,"[6], xxxvj Bl.",,,,,,,,,,1,02
1066796122,L-1557-315216573,Aaf,DBSM/M/Klemm,"III 60, 92","III 60, 92",Titi Liuij deß|| aller Redsprechsten vnd Hochbe|| rh#[ue]mptesten Geschichtschreibers/ Rh#[oe]mische Historien/|| jetzundt mit gantzem fleiß besichtig, : ,"[12], cccclj, [1], xciij, [1] Bl.",,,,,,,,,,1,02
1066964289,L-1507-315494514,Aal,DBSM/M/Klemm,"III 60, 93","III 60, 93",Der @Stat Wor~ms|| Reformacion: statut?. ordenug|| Satzung die all? Stett?: cńmunen: Regim?ten: Fürst?=||thum: Herschafft?: Amptleüt?: nutzlich fürder, : ,"[6], CXIIII[=94] Bl.",,,,,,,,,,1,02
106696307X,L-1509-315493356,Aaf,DBSM/M/Klemm,"III 60, 94","III 60, 94",Der @Stat Wor~ms|| Reformacion: statut?. ordenug|| Satzung die all? Stett?: cńmunen: Regim?ten: fürst?=||thum: Herschafften: Amptleüt?: nutzlich: fürd, : ,"[6], XCIIII Bl.",,,,,,,,,,1,02
1066686521,L-1509-315074647,Aaf,DBSM/M/Klemm,"III 60, 96","III 60, 96",PAssionis dominice sermo historialis notabilis atque praeclarus. : , : ,[98] Bl.,,,,,,,,,,1,02
1066870136,L-1509-315328045,Aaf,DBSM/M/Klemm,"III 60, 97","III 60, 97",Directorium Misse de nouo|| perspectum & emendatum.|| [scδm frequentiorem cursum : , : ,[18] Bl.,,,,,,,,Titelholzschn. altkoloriert,,1,02
1137966572,L-9999-414281977,Qd,DBSM/M/Klemm,"III 60, 98","III 60, 98",Sammelband mit Gesetzen und Verordnungen des Heiligen Römischen Reiches : , : ,Band mit angebundenen Werken,,,,,,,,,,1,02
1066963363,L-1531-315493623,Aaf,DBSM/M/Klemm,"III 60, 99","III 60, 99",Artliche k#[ue]nste man||cherlei weise Dinnten vnd aller hand|| Farben zubereyten. Auch Goldt vnd Silber sampt|| allen Metallen/ auß der Fedder zu sch, : ,XXII S.,,,,,,,,,,1,02
1066839743,L-1532-315299770,Aaf,DBSM/M/Klemm,"III 60, 100","III 60, 100",Allerley Mackel vnd : , : ,[6] Bl.,,,,,,,,,,1,02
1138320277,L-9999-414837207,Qd,DBSM/M/Klemm,"III 60, 101","III 60, 101",Sammelband : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066769036,L-1534-315191538,Aaf,DBSM/M/Klemm,"III 60, 102","III 60, 102","Biblia, beider Allt vnnd Newen Testamenten, fleissig, treülich vnd Christlich, nach alter, inn Christlicher kirchen gehabter Translation... : ", : ,"[4], CCCCCLXXVIII, [4] Bl.",,,,,,,,,,1,02
1066962456,L-1535-315492813,Aaf,DBSM/M/Klemm,"III 60, 103","III 60, 103","Petrus Iordan Lectori S.D.|| EN TIBI NYNC ITERVM CANDIDE LECTOR,|| COELESTIVM RERVM|| DISCIPLINAE, ATQVE TOTIVS SPHAERICAE|| peritissimi, Iohannis Sto", : ,"[10 statt 8], 77, [1] Bl.",,,,,,,,,,1,02
993968074,L-1541-154091103,Aal,DBSM/M/Klemm,"III 60, 104","III 60, 104","DE CHALCO-||GRAPHIAE INVENTIO-||NE POEMA ENCOMIA-||STICVM,|| : ", : ,"XI, [1] Bl.",,,,,,,,,,1,02
106695867X,L-1541-315489286,Aaf,DBSM/M/Klemm,"III 60, 105","III 60, 105",Ein @Christliche lere/|| zu gr#[ue]ndtlichem vnd bestendigem vn=||derricht des rechten Glaubens/|| vnd eines Gotseligen : , : ,CIIII Bl.,,,,,,,,,,1,02
1066942919,L-1548-315470542,Aaf,DBSM/M/Klemm,"III 60, 106","III 60, 106","D. CONRADI BRVNI|| IVRECONSVLTI OPERA TRIA,|| NVNC PRIMVM AEDITA.|| DE LEGATIONIBVS : ", : ,"[16] Bl., 242 S., [11] Bl., 223 S., [10] Bl., 154 S., [1] Bl.",,,,,,,,,,1,02
1066457662,L-1549-314709657,Aaf,DBSM/M/Klemm,"III 60, 107","III 60, 107","HISTORIAE HVSSITARVM|| LIBRI DVODECIM|| PER IOANNEM COCHLAEVM, ARTIVM|| AC SACRAE THEOLOGIAE MAGISTRVM, CANONICVM|| Vratislauiensem ... collecti ex ua", : ,"[16] Bl., 599, [1] S., [16] Bl., 339, [1] S.",,,,,,,,,,1,02
1066963096,L-1550-315493372,Aaf,DBSM/M/Klemm,"III 60, 108","III 60, 108"," IN ECCLESIA||STEN SALOMONIS ANNO-||TATIONES, PIAE ET ERVDITAE, EX VARIIS : ", : ,"[4], 184 Bl.",,,,,,,,,,1,02
1066964394,L-1520-31549462X,Aaf,DBSM/M/Klemm,"III 61 A, 1","III 61 A, 1",(Breuiarius denuo reuisus et|| emendatus Ceremonias: Ritum canendi: legendi ...|| cńsuetudines in choro insignis et ingenue|| Misneñ. Ecclesie obserud, : ,[119] Bl.,,,,,,,,,,1,02
1066958645,L-1541-315489251,AaB,DBSM/M/Klemm,"III 61, 1","III 61, 1",Wider Hans|| Worst.|| D. Martinus|| Luther.|| : , : ,[48] Bl.,,,,,,,,,,1,02
994152264,L-1504-154630012,Aal,DBSM/M/Klemm,"III 62, 1","III 62, 1",Incipit Epistola beati Bern=||ardi ad Raimundum nepotē||suum De cura et modo rei fami||liaris vtilius gubernando : , : ,[4] Bl.,,,,,,,,,,1,02
1066834997,L-1520-315294949,Aaf,DBSM/M/Klemm,"III 62, 2","III 62, 2",Das @büech der gemeinen land=||pot. Landsordnüng. Satzüng.|| vnd Gebreüch. des fürstenn=||thumbs in Obern vnd Nidern|| Bairn. Jm funftzehnhundert vnd , : ,"[12], lxvij [i.e. 69] Bl.",,,,,,,,,,1,02
1066961344,L-1528-315491752,Aaf,DBSM/M/Klemm,"III 62, 3","III 62, 3",Tewtsche : , : ,[252] Bl.,,,,,,,,,,1,02
1138311316,L-9999-414827848,Qd,DBSM/M/Klemm,"III 63, 1","III 63, 1","Sammelband mit zwei Werken von Angelo Poliziano und ""Füllmaterial"" : ", : ,Band mit angebundenen Werken,,,,,,,,,,1,02
1066936676,L-1534-31546450X,Aaf,DBSM/M/Klemm,"III 64, 1","III 64, 1",Constitutiones monachorum sancti benedicti congregationis coelestinorum nunquam hactenus impraessae et multis in locis a labeculis quibusdam emaculata, : ,76 Bl.,,,,,,,,vereinzelt alte hs. Anm.,,1,02
1066957347,L-1545-315487992,Aaf,DBSM/M/Klemm,"III 65, 1","III 65, 1",Ain @Kurtzer Auszug des treffen=||lichen Wercks vnd Fridschirmbuchs/|| Marsilij von Padua.|| Dariñ der Kayser vnd B#[ae]pste gewalt : , : ,"[12], LXX Bl.",,,,,,,,,,1,02
1066963916,L-1556-315494115,Aaf,DBSM/M/Klemm,"III 65, 2","III 65, 2",Kirchen|| Ordnung.|| Wie es mit der Christenlichen Leere/|| heiligen Sacramenten/ vnd Ceremoni=||en/ inn des Durchleuchtigsten ...|| Ottheinrichs/|| P, : ,"[4], 122, [18] Bl.",,,,,,,,,,1,02
1066940363,L-1557-315468149,Aaf,DBSM/M/Klemm,"III 65, 3","III 65, 3",RES PVBLICA VENETVM.|| Der grossen Commun/ der|| Statt Venedig/ vrsprung/|| erbawung vnd aufnemung. Jrer Herrschafft/|| erweitung/ Regiment/ Ordnung v, : ,[84] Bl.,,,,,,,,,,1,02
1066790078,L-1535-315211164,Aaf,DBSM/M/Klemm,"III 66, 1","III 66, 1","La @Bible Lui est toute la Saincte escripture : En laquelle sont contenus, le Vieil Testament & le Nouueau, translatez en Francoys, Le Vieil de Lebrie", : ,"[8], 186, 66, 60 (AT), 106 (NT) Bl.",,,,,,,,"restauriert, beiliegend: Rest einer Pergament-Hs.",,1,02
1066962553,L-1552-315492902,Aaf,DBSM/M/Klemm,"III 67, 1","III 67, 1",Der @thewre schoene Spruch Mosi. Gene. XV. Abraham gleubete dem HERRN vnd das rechent er yhm zur Gerechtigkeit. Aussgelegt Durch D. Marti. Luth. vber , : ,[10] Bl.,,,,,,,,,,1,02
1066880700,L-1508-315338229,Aaf,DBSM/M/Klemm,"III 68, 1","III 68, 1","Ioannis Francisci Pici Mirandvlae domini Concordiaeqve comitis, Liber de providentia Dei contra philosophastros : ", : ,[36] Bl.,,,,,,,,,,1,02
1066963169,L-1502-315493445,Aaf,DBSM/M/Klemm,"III 69, 1","III 69, 1",Kunst desz Notariat vnd wie sich der|| Notarius in seinem Ampt halten vnd regieren soll. Jst ver-||deütscht. Durch den ... herren Andres-||sen nawer. , : ,[10] Bl.,,,,,,,,,,1,02
1066956189,L-1502-315486910,Aaf,DBSM/M/Klemm,"III 69, 2","III 69, 2",Confessionale cõtinens|| tractatum decem preceptoru. Et septem vicioru ca||pitaliu.Cum quibusdã introductorijs: #[et] attin?ti=||bus.Collectis per Eng, : ,[17] Bl.,,,,,,,,,,1,02
1066956227,L-1512-315486945,Aaf,DBSM/M/Klemm,"III 69, 3","III 69, 3",Elucidarius Dya||logicus theologie tripertitus: infi-||nitarum questionum resolutiuus.|| Vade mecum.|| : , : ,"xxviij, [4] Bl.",,,,,,,,,,1,02
1066963266,L-1503-315493534,Aaf,DBSM/M/Klemm,"III 69, 4","III 69, 4",De Gloriosissime im#[pro]atricis nostre virginis|| Marie altissimi genitricis cesarei Con||ceptione sermonem varijs et do=||gmatibus preclarissimo#[ru, : ,[13] Bl.,,,,,,,,rubriziert,,1,02
1066960143,L-1517-315490667,Aaf,DBSM/M/Klemm,"III 69, 6","III 69, 6",Missale #[s]sm Choru #[et]|| Ritu Eysteteñ. Ecclesie.|| : , : ,"[12], CLVIII, [1], XXII, [5 statt 6] Bl., Bl. CLIX-CCLXIIII",,,,,,,,,,1,02
1066963908,L-1503-315494107,Aaf,DBSM/M/Klemm,"III 69, 7","III 69, 7",Missale et de t?#[por]e et de|| sanct#[is] nedu #[s]m ordina||riu archiepiscopatus ec||clesie pragensis.|| : , : ,"[16], CCXLV, xxij, [7] Bl., Bl. CCXLVI-CCCCXXXV",,,,,,,,Mit 2 hs. Initialen,,1,02
106694203X,L-1508-315469676,AaB,DBSM/M/Klemm,"III 69, 8","III 69, 8",Ein @spiegel der naturlichen himlischen|| vnd prophetischen sehungen aller tr#[ue]bsalen/ angst/ vnd not/|| die vber alle stende/ geschlechte/ vnd gem, : ,[14] Bl.,,,,,,,,,,1,02
1066961735,L-1515-315492139,Aaf,DBSM/M/Klemm,"III 69, 9","III 69, 9",Tractatus de efficacia aque benedicte:|| magistri Johannis de Turre cremata.|| : , : ,[8] Bl.,,,,,,,,,,1,02
1066960151,L-1514-315490675,Aaf,DBSM/M/Klemm,"III 69, 10","III 69, 10",Das @leben vnsers erle||digers Jesu Christi/ nach lauttug des hey=||ligen Ewangeli/ mit vil andechtiger be=||trachtung/ Auch mit beylauffung des|| leb, : ,"[6], CLXXIII Bl.",,,,,,,,,,1,02
1066960518,L-1507-315491000,Aaf,DBSM/M/Klemm,"III 69, 11","III 69, 11",Speculum passionis|| domini nostri Ihesu christi. In quo reluc?t hec omnia sin/||gulariter vere & absolute: puta. Omnis #[pro]fectio yerarchie|| Omniu, : ,"[1], XC Bl.",,,,,,,,Anfang rubriziert,,1,02
1066937443,L-1509-315465298,Aaf,DBSM/M/Klemm,"III 69, 12","III 69, 12",Versehug leib:|| sell eer vnd gutt|| : , : ,"lxiij, [5] Bl.",,,,,,,,,,1,02
1137968877,L-9999-414283465,Qd,DBSM/M/Klemm,"III 69, 13","III 69, 13","Sammelband mit ""Füllmaterial"" : ", : ,Band mit angebundenem Werk,,,,,,,,,,1,02
999124102,L-1517-167583956,Aa,DBSM/M/Klemm,"III 69, 14 a","III 69, 14 a",Die @geuerlicheiten vnd einsteils|| der geschichten des loblichen streyt||paren vnd hochberümbten helds|| vnd Ritters herr Tewrdannckhs|| : , : ,[290] Bl.,,,,,,,,Pergamenteinbd m. Vorbesitzer-Exlibris für Martin Pfinzing,,1,02
1066870993,L-1524-315328851,Aaf,DBSM/M/Klemm,"III 69, 15 a","III 69, 15 a",Eins schönn vñ|| des rechtenn Zehents bringung|| jnn Reichstag gen Nürmberg.|| Herrn Hieronymi von Endorff/|| zu Mosen/ Ritter vnd Doctors|| der Recht, : ,[4] Bl.,,,,,,,,,,1,02
1066961956,L-1518-31549235X,Aaf,DBSM/M/Klemm,"III 69, 15 b","III 69, 15 b",Venerabilis et eximij Doctoris|| Richardi de sancto victore Ordinis canonicorum|| regularium S.Au~g.De Trinitate libri sex.|| : , : ,[104 statt 119] Bl.,,,,,,,,,,1,02
1003104428,L-1523-178750948,Aal,DBSM/M/Klemm,"III 69, 15c","III 69, 15c","Was auff dē|| Reichsztag zu Nü||remberg, von wegen Bebstlich||er heiligkeit, an Keyserlicher Maiestat|| Stathalter vnd Stende, Lutherischer|| sachen h", : ,"[40] Bl., Sign.: A - K[4]",,,,,,,,,,1,02
998778656,L-1531-166921947,Aal,DBSM/M/Klemm,"III 69, 15d","III 69, 15d","Ein @nutzlich Regiment der gesundt||heyt, Genant das Vanquete, oder Gastmal der Edlen diener|| von der Complexion, Eigenschafft, Schad vnd nutz allerl", : ,"[5], XC, [2] u. 1 leer Bl.",,,,,,,,,,1,02
999868853,L-1530-16960019X,Aal,DBSM/M/Klemm,"III 69, 15d","III 69, 15d","Durch den Hochge||lehrten Herrn Theophrastum|| von Hochenheim [Hohenheim], beyder artzney Doctorem,|| von der Frantzösischen kranckheit|| Drey Bücher ", : ,"[54] Bl., S. A4 - N6",,,,,,,,Zeitgenöss. Schweinsldereinband m. Blinddruck,,1,02
993888127,L-1527-153951540,Aal,DBSM/M/Klemm,"III 69, 16","III 69, 16","DIALLA||GE, HOC EST,|| CONCILIATIO LOCO||rum scripturae, qui prima facie|| inter se pugnare ui||dentur : ", : ,"[4], 99, [6] Bl.",,,,,,,,"Sign. A[4], B[8]-O[4],P[5]",,1,02
993888585,L-1528-153951982,Afl,DBSM/M/Klemm,"III 69, 16a","III 69, 16a","DIALLA||GE, HOC EST,||CONCILIATIO LOCO||rum scripturae, qui prima facie|| inter se pugnare ui||dentur",[1] : ,"5, [7], 100 Bl.",,,,,,,,Sign. A-N[8]; O[4],,1,02
996946691,L-1528-163068933,Afl,DBSM/M/Klemm,"III 69, 16a","III 69, 16a","DIALLA||GE, HOC EST,||CONCILIATIO LOCO||rum scripturae, qui prima facie|| inter se pugnare ui||dentur",2 : ,"[8], 64 Bl.",,,,,,,,,,1,02
1066962278,L-1525-315492678,Aaf,DBSM/M/Klemm,"III 69, 17","III 69, 17",Eyn @Ratschlag/|| Den etliche Christenliche Pfarherrn/ Prediger/|| vnnd andere/ G#[oe]tlicher schrifft verstendige/|| Einem Fürsten/ welcher yetzigen , : ,"[6], 105 Bl.",,,,,,,,,,1,02
1066962308,L-1525-315492708,Aaf,DBSM/M/Klemm,"III 69, 18","III 69, 18",Beschwerung der alten Teüfe||lischen Schlangen mit dem : , : ,"[7], cxlij Bl.",,,,,,,,,,1,02
106695965X,L-1524-315490179,Aaf,DBSM/M/Klemm,"III 69, 18 b","III 69, 18 b",Mandat des Durchleüchti=||gen Hochgepornen F#[ue]rsten vnd Herren|| herrn Phi||lipps Landtgraff zu Hessen|| Graffe zu|| Catzenelnbogen||#[et]c. Christ, : ,[4] Bl.,,,,,,,,,,1,02
1002012155,L-1525-176005064,Aal,DBSM/M/Klemm,"III 69, 18a","III 69, 18a","Der @Ehelich standt von Got mit ge=||benedeyung auffgesetzt, soll vmb schwärhait|| wegen der seltzamen gaben der Junck=||frawschafft yederman frey sei", : ,"[9] Bl., Sign. A4, B2, C3",,,,,,,,,,1,02
1066957533,L-1531-315488166,Aaf,DBSM/M/Klemm,"III 69, 19","III 69, 19",Der @Hun||dert vnd eylffte|| Psalm außgelegt durch|| D. Martin Luther.|| Wittemberg.|| : , : ,[20] BL.,,,,,,,,,,1,02
1066963452,L-1538-315493704,Aaf,DBSM/M/Klemm,"III 69, 20","III 69, 20",Ein @sch#[oe]ner spruch|| so sich eyner Cronica|| vergleicht/ von mancherley krie=||gen/ schlachten vñ andern wunder=||barlichen thaten vnd geschichte, : ,[16] Bl.,,,,,,,,,,1,02
1066957479,L-1531-315488115,Aaf,DBSM/M/Klemm,"III 69, 21","III 69, 21",Klag Antwort vnd vr=||teyl/ zwischen Fraw Armut vnd Pluto dem|| Gott der reichtumb welches vnter yhn das pesser sey.|| : , : ,[4] Bl. Ill. (Titelholzschn.),,,,,,,,Auf Bl.3 verso Stempel bzw.Abdruck: gothisches P mit vierblättriger Rosette seitenverkehrt (Abdruck eines Riesaufdruckes?),,1,02
1066873062,L-1531-315330821,Aaf,DBSM/M/Klemm,"III 69, 22","III 69, 22",Eyn @Sendtbrieff oder epistel|| des hochgelerten Erasmi rote||rodami/ an den edlen Herren Johan Schlechten|| von Costeletz/ in welcher gar schön die e, : ,[8] Bl.,,,,,,,,,,1,02
1066962995,L-1548-315493267,Aaf,DBSM/M/Klemm,"III 69, 23","III 69, 23",Vitruuius|| Teutsch.|| Nemlichen des aller namhafftigi=||sten vñ hocherfarnesten/ R#[oe]mischen Architecti/ vnd Kunst=||reichen Werck oder Bawmeisters, : ,"[18], CCCXX Bl.",,,,,,,,,,1,02
998402117,L-1525-166163945,Aal,DBSM/M/Klemm,"III 69, 23a","III 69, 23a","DE SACRO|| CONIVGIO COMMENTARIVS|| FRANCISCI LAMBERTI|| in Positiones LXIX. partitus|| : Eiusdem Antithesis uerbi dei & inuentoru ho=||minum, prima po", : ,"[114] Bl., Sign.: a - n[8], O[10]",,,,,,,,,,1,02
994662076,L-1546-157202518,Aal,DBSM/M/Klemm,"III 69, 23b","III 69, 23b",Textus Graecus prophetae : , : ,,,,,,,,,,,1,02
999166352,L-1546-167639609,Aal,DBSM/M/Klemm,"III 69, 23b","III 69, 23b","IN DANI||ELEM PROPHETAM|| COMMENTARIVS, EDITVS|| A PHIL : MELAN||", : ,[8] Bl.,,,,,,,,,,1,02
999418424,L-1525-168342626,Aal,DBSM/M/Klemm,"III 69, 23b","III 69, 23b",DEVTE||RONOMIOS MOSE||ex Ebraeo castigatus cum|| annotationibus Mar||tini Lutheri : , : ,"Titelbl. m. Holzschn.-Einfassung, [203] Bl.",,,,,,,,,,1,02
106695741X,L-1551-315488050,Aaf,DBSM/M/Klemm,"III 69, 24","III 69, 24","OPERA|| Mathematica|| IOANNIS SCHONERI|| CAROLOSTADII IN VNVM VOLVMEN|| CONGESTA, ET PVBLICAE VTILITATI|| studiosorum omnium, ac celebri famae Norici|", : ,"[10], CCXVIII, CLXXII, [5], LIIII, [12] Bl.",,,,,,,,,,1,02
