idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
999906569,L-1822-16968136X,Afl,DBSM/M/Klemm,Va 496/2,Va 496/2,1822,Grönländische Processe oder satirische Skizzen,[1] : ,,,,,,,,,,,1,02
999906585,L-1822-169681386,Afl,DBSM/M/Klemm,Va 496/2,Va 496/2,1822,Grönländische Processe oder satirische Skizzen,2 : ,,,,,,,,,,,1,02
999956183,L-1811-169768791,Aal,DBSM/M/Klemm,Vc 202,Vc 202,1811,"Conchology or the natural history of shells : containing a new arrangement of the genera and species, illustr. by colored engravings executed from the", : ,,,,,,,,,,,1,02
999962590,L-1821-169775194,Aal,DBSM/M/Klemm,Va 1687,Va 1687,1821,Christian Peschecks Rechenschüler : , : ,,,,,,,,,,,1,02
999967355,L-1917-169792129,Afl,DBSM/M/Klemm,Va 1010,Va 1010,1827,Goethe's Werke,Bd. 1-2 : ,,,,,,,,,,,1,02
999968491,L-1828-169793397,Afl,DBSM/M/Klemm,Va 1010,Va 1010,1828,Goethe's Werke,Bd. 3 - 10 : ,,,,,,,,,,,1,02
99996853X,L-1829-169793435,Afl,DBSM/M/Klemm,Va 1010,Va 1010,1829,Goethe's Werke,Bd. 11 - 15 : ,,,,,,,,,,,1,02
999968564,L-1830-16979346X,Afl,DBSM/M/Klemm,Va 1010,Va 1010,1830,Goethe's Werke,Bd. 16 - 37 : ,,,,,,,,,,,1,02
999968637,L-1830-169793532,Afl,DBSM/M/Klemm,Va 1010,Va 1010,1830,Goethe's Werke,Bd. 40 : ,,,,,,,,,,,1,02
999973096,L-1815-169798143,Aal,DBSM/M/Klemm,Ve 199,Ve 199,1815,Di un antico orologio solare recentemente trovato : , : ,,,,,,,,,,,1,02
999994115,L-1826-169829588,Aal,DBSM/M/Klemm,Va 2763,Va 2763,1826,Herrmann und Dorothea : , : ,,,,,,,,,,,1,02
1000001393,L-1814-169837955,Aal,DBSM/M/Klemm,Vab 46,Vab 46,1814,"Bardenlied : Oesterreichs Kriegern am Tage ... der Schlacht von Leipzig, den 18. Oct. 1814, von ihren kranken Cameraden des Wiener k.k. Militär-Haupt-", : ,,,,,,,,,,,1,02
1000018822,L-1813-169893162,Aal,DBSM/M/Klemm,Va 2967,Va 2967,1813,Don Piedro y la Casa : Mörder der schönen Elmire ; Wahre Geschichte, : ,,,,,,,,,,,1,02
1000087557,L-1819-16999256X,Aal,DBSM/M/Klemm,Vab 90,Vab 90,1819,Sappho : Trauerspiel in 5 Aufzügen, : ,,,,,,,,,,,1,02
1000090094,L-1811-169994791,Afl,DBSM/M/Klemm,Vd 620,Vd 620,1811,Traité de mécanique,1. : ,,,,,,,,,,,1,02
1000090221,L-1811-169994872,Aal,DBSM/M/Klemm,Va 3755,Va 3755,1811,"Ueber den Umgang mit Kindern : Erfahrungen, Maximen u. Winke für Aeltern, Erzieher u. Jugendfreunde in d. gebildeten Welt", : ,,,,,,,,Mit hs. Eintragungen,,,1,02
1000090280,L-1811-169994937,Afl,DBSM/M/Klemm,Vd 620,Vd 620,1811,Traité de mécanique,2. : ,,,,,,,,,,,1,02
1000148629,L-1827-170097390,Aal,DBSM/M/Klemm,"Va, 958","Va, 958",1827,"Segen ihm und ihr! : Lyr. Festspiel in 1 Aufzuge, aufgeführt am 24. Oct. 1827 auf d. Stadttheater zu Leipzig", : ,,,,,,,,,,,1,02
1000178943,L-1810-170170497,Afl,DBSM/M/Klemm,"Vic, 140","Vic, 140",1810,Insecta svecica,"1, 2 : ",,,,,,,,1 Exlibris Max Linke,,,1,02
1000179001,L-1813-170170586,Afl,DBSM/M/Klemm,"Vic, 140","Vic, 140",1813,Insecta svecica,"1, 3 : ",,,,,,,,1 Exlibris Max Linke,,,1,02
1000179079,L-1827-170170640,Afl,DBSM/M/Klemm,"Vic, 140","Vic, 140",1827,Insecta svecica,"1, 4 : ",,,,,,,,1 Exlibris Max Linke,,,1,02
100019325X,L-1824-170184404,Aal,DBSM/M/Klemm,Vn 387,Vn 387,1824,Psaltir : , : ,,,,,,,,,,,1,02
1000203239,L-1813-170206394,Afl,DBSM/M/Klemm,Vd 639,Vd 639,1813,Composition mathématique de Claude Ptolémée,1 : ,,,,,,,,,,,1,02
1000274640,L-1819-170327892,Afl,DBSM/M/Klemm,Vd 288,Vd 288,1819,Oeuvres complètes,1 : ,,,,,,,,,,,1,02
1000274683,L-1819-170327930,Afl,DBSM/M/Klemm,Vd 288,Vd 288,1819,Oeuvres complètes,7 : ,,,,,,,,,,,1,02
1000277984,L-1821-17033144X,Aal,DBSM/M/Klemm,"Va, 1037 /5","Va, 1037 /5",1821,"Karl Wilhelm Ramlers kurzgefaßte Mythologie oder Lehre von den fabelhaften Göttern, Halbgöttern und Helden des Alterthums : in 2 Tln nebst e. Anh. ; m", : ,,,,,,,,,,,1,02
1000290182,L-1817-170342921,Aal,DBSM/M/Klemm,Va 367/2,Va 367/2,1817,Tyll Eulenspiegel in fünf und funfzig radirten Blättern : , : ,,,,,,,,,,,1,02
100031605X,L-1819-17037789X,Aal,DBSM/M/Klemm,Va 949,Va 949,1819,Der @aufrichtige Rauch- und Schnupftabacks-Fabrikant. : Sammlung alter u. neuer Erfahrungen zur Fabrizirung d. besten Rauch- u. Schnupftabacks hrsg. f, : ,,,,,,,,,,,1,02
1000316785,L-1821-170378543,Aal,DBSM/M/Klemm,Va 2576,Va 2576,1821,"Die @Gefesselten, dramatische Dichtung in 5 Abth. mit e Prolog : ", : ,,,,,,,,,,,1,02
1000344339,L-1818-170486028,Aal,DBSM/M/Klemm,Va 868,Va 868,1818,[Reformations-Kalender auf das Jahr] 1819 : , : ,,,,,,,,Titel fehlt,,,1,02
1000344673,L-1814-170486451,Aal,DBSM/M/Klemm,Va 1643,Va 1643,1814,Rede bey der Abendmahlsfeyer der Landwehrmänner am 27. März 1814 in der Garnisonkirche zu Gotha gehalten : , : ,,,,,,,,,,,1,02
1000355543,L-1830-170508099,Afl,DBSM/M/Klemm,Va 253,Va 253,1830,Wilhelm Hauff's sämmtliche Schriften,Bd. 1-6 : ,,,,,,,,,,,1,02
1000379256,L-1812-170545407,Aal,DBSM/M/Klemm,Va 2458,Va 2458,1812,Briefe eines reisenden Nordländers : Geschrieben in den Jahren 1807 bis 1809, : ,,,,,,,,[S. 419 - 422 fehlen],,,1,02
1000379523,L-1813-170545571,Aal,DBSM/M/Klemm,Va 1644,Va 1644,1813,"Reime : Allen Vaterlands-Freunden und Freundinnen, welche in zehnjähriger Trübsal Glauben und gut Gewissen bewahret haben, insbesondere aber ... der M", : ,,,,,,,,,,,1,02
1000412660,L-1822-170598659,Aal,DBSM/M/Klemm,Va 804,Va 804,1822,Sangweisen und Saitenspiel zum Christbaum in M[artin] Luthers Kinderstube : , : ,,,,,,,,,,,1,02
100041793X,L-1812-170604055,Aal,DBSM/M/Klemm,Vab 23/13,Vab 23/13,1812,Katholisches Gebethbuch zur Beförderung des wahren Christenthums unter nachdenkenden und gutgesinnten Christen : , : ,,,,,,,,zeitgenöss. Einband,,,1,02
100044161X,L-1821-170639673,Aal,DBSM/M/Klemm,Vd 640,Vd 640,1821,"Le @petit Charbonnier de la Forêt-Noire : Conte moral à lʹusage des enfans ; suivi de Didier, ou le bonhomme patience, et dʹEdwige et Antoni ou la mei", : ,,,,,,,,,,,1,02
1000457052,L-1814-170655733,Aal,DBSM/M/Klemm,Vc 228,Vc 228,1814,Picturesque Representations of the dress and manners of the Austrians : Ill. in 50 coloured engravings with descriptions, : ,,,,,,,,"Zeitgen. (engl.?) dunkelblauer Kalbldreinbd m. künstl. Narbg, Blinddruck und Vergoldg; Vorbesitzer: Bibl. d. Freiherrn Speck v. Sternburg, Lützschena",,,1,02
1000465438,L-1828-170681955,Afl,DBSM/M/Klemm,Va 241,Va 241,1828,Gallerie zu [William] Shakespeareʹs dramatischen Werken,1. : Hamlet,,,,,,,,,,,1,02
100046590X,L-1842-170682447,Aal,DBSM/M/Klemm,Va 240,Va 240,1824,Sechszehn Umrisse zu Friedrich von Schillerʹs Kampf mit dem Drachen von Moritz Retzschn : mit einigen Andeutgn [von Karl August Böttiger], : ,,,,,,,,,,,1,02
1000471047,L-1828-17068797X,Afl,DBSM/M/Klemm,"Va, 4160 /2","Va, 4160 /2",1828,Le @fabuliste des enfants,T. 1. : Mit 48 col. Kupfertaf,,,,,,,,,,,1,02
1000488993,L-1830-170717143,Aal,DBSM/M/Klemm,Ve 155,Ve 155,1830,La @Bibbia di Rafaele Sanzio da Urbino : , : ,,,,,,,,,,,1,02
1000521265,L-1827-17076771X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 1. : Zur Philosophie u. Geschichte, Die Vorwelt",", ",,,,,,,,,,1,02
1000521303,L-1827-170767752,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 2. : Zur Philosophie u. Geschichte, Präludien zur Philosphie d. Geschichte d. Menschheit",", ",,,,,,,,,,1,02
100052132X,L-1827-170767760,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 3., Abt. 2 : Zur Philosophie u. Geschichte, Präludien ..., ",", , ",,,,,,,,,,1,02
1000521389,L-1784-170767817,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1784,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 4., T. 1 : Zur Philosophie u. Geschichte, Ideen zur Geschichte d. Menschheit, ",", , ",,,,,,,,,,1,02
1000521842,L-1827-17076821X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 5. : Zur Philosophie u. Geschichte, Ideen ...",", ",,,,,,,[Titelei u. S. I - V fehlen],,,1,02
1000521923,L-1827-170768295,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 6., T. 2. : Zur Philosophie u. Geschichte, Ideen ..., 1785",", , ",,,,,,,,,,1,02
1000522032,L-1827-170768392,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 7., T. 3. : Zur Philosophie u. Geschichte, Ideen ..., 1787",", , ",,,,,,,,,,1,02
1000522083,L-1828-170768430,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 8., T. 4 : Zur Philosophie u. Geschichte, Ideen, ",", , ",,,,,,,,,,1,02
1000522156,L-1828-170768503,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 9 : Zur Philosophie u. Geschichte, Seele u. Gott",", ",,,,,,,,,,1,02
1000522202,L-1828-170768562,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 10. : Zur Philosophie u. Geschichte, Sophron. Ges. Schulreden",", ",,,,,,,,,,1,02
1000522229,L-1829-170768570,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 11., T. 1. : Zur Philosophie u. Geschichte, Adrastea, 1801 - 1803",", , ",,,,,,,,,,1,02
1000522245,L-1829-170768627,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 12. : Zur Philosophie u. Geschichte, Adrastea",", ",,,,,,,,,,1,02
100052227X,L-1829-170768651,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 13. : Zur Philosophie u. Geschichte, Briefe zur Beförderung der Humanität",", ",,,,,,,,,,1,02
1000522334,L-1829-170768708,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 14. : Zur Philosophie u. Geschichte, Briefe ...",", ",,,,,,,,,,1,02
1000522482,L-1829-170768880,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 15. : Zur Philosophie u. Geschichte, Nachlese histor. Schriften",", ",,,,,,,,,,1,02
1000522601,L-1830-17076902X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 16. : Zur Philosophie u. Geschichte, Verstand u. Erfahrung, Vernunft u. Sprache",", ",,,,,,,,,,1,02
1000522644,L-1830-170769062,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 17., T. 2. : Zur Philosophie u. Geschichte, Verstand ..., ",", , ",,,,,,,,,,1,02
1000522695,L-1830-170769119,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 18., T. 1. : Zur Philosophie u. Geschichte, Kalligone, ",", , ",,,,,,,,,,1,02
1000522776,L-1830-170769208,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 19., T. 2., T. 3 : Zur Philosophie u. Geschichte, Kalligone, , ",", , , ",,,,,,,,,,1,02
1000522822,L-1830-170769267,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 20., T. 1 : Zur Philosophie u. Geschichte, Erinnerungen aus d. Leben ..., ",", , ",,,,,,,,,,1,02
1000522857,L-1830-170769291,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 21., T. 2 : Zur Philosophie u. Geschichte, Erinnerungen ..., ",", , ",,,,,,,,,,1,02
1000522865,L-1830-170769305,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 1.], 22., T. 3 : Zur Philosophie u. Geschichte, Erinnerungen ..., ",", , ",,,,,,,,,,1,02
1000522946,L-1827-170769364,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 1., T. 1, Abt. 1 : Zur Religion u. Theologie, Vom Geist der Ebräischen Poesie, ",", , ",,,,,,,,,,1,02
1000523101,L-1827-170769496,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 2., T. 1, 2. Abt., T. 2, 1. Abt. : Zur Religion u. Theologie, Vom Geist ..., , ",", , , ",,,,,,,,,,1,02
1000523144,L-1827-170769550,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 3., T. 2, 2. Abt. : Zur Religion u. Theologie, Vom Geist ..., ",", , ",,,,,,,[Beil. fehlen],,,1,02
1000523195,L-1827-170769615,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 4. : Zur Religion u. Theologie, Salomons Lieder d. Liebe ...",", ",,,,,,,,,,1,02
1000523268,L-1827-170769674,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 5., T. 1 : Zur Religion u. Theologie, Älteste Urkunde d. Meschengeschlech, ",", , ",,,,,,,,,,1,02
1000523322,L-1827-170769712,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 6., T. 2., T. 3 : Zur Religion u. Theologie, Älteste ..., , ",", , , ",,,,,,,,,,1,02
1000523381,L-1828-17076978X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 7., T. 4 : Zur Religion u. Theologie, Älteste ..., ",", , ",,,,,,,,,,1,02
1000523403,L-1828-170769801,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 8, T. 1 : Zur Religion u. Theologie, Christliche Reden u. Homilien, ",", , ",,,,,,,,,,1,02
1000524396,L-1828-170770397,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 9., T. 2 : Zur Religion u. Theologie, Christliche ..., ",", , ",,,,,,,,,,1,02
1000524469,L-1828-170770478,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 10., T. 3 : Zur Religion u. Theologie, Christliche ..., ",", , ",,,,,,,,,,1,02
100052454X,L-1829-170770567,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 11. : Zur Religion u. Theologie, Erläuterungen zum Neuen Testament",", ",,,,,,,,,,1,02
1000524582,L-1829-170770613,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 12. : Zur Religion u. Theologie, Johannes Offenbarung",", ",,,,,,,,,,1,02
1000524612,L-1829-170770664,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 13., T. 1., T. 2 : Zur Religion u. Theologie, Briefe, das Studium d. Theologie betr., , ",", , , ",,,,,,,,,,1,02
1000524663,L-1829-170770702,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 14., T. 3., T. 4 : Zur Religion u. Theologie, Briefe ..., , ",", , , ",,,,,,,,,,1,02
1000524728,L-1830-170770761,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 15. : Zur Religion u. Theologie, Vom Studium d. Theologie",", ",,,,,,,,,,1,02
1000524795,L-1830-17077080X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 16., T. 1 : Zur Religion u. Theologie, Christl. Schriften, ",", , ",,,,,,,,,,1,02
1000524914,L-1830-170770893,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 17., T. 3 : Zur Religion u. Theologie, Christl. Schriften, ",", , ",,,,,,,,,,1,02
1000525015,L-1830-17077094X,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 2.], 17., T. 2 : Zur Religion u. Theologie, Christl. Schriften, ",", , ",,,,,,,,,,1,02
1000525031,L-1827-170770966,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 1., T. 1 : Zur schönen Literatur u. Kunst, Fragmente zur dt. Lit., ",", , ",,,,,,,,,,1,02
1000525120,L-1827-170771059,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 2., T. 2., T. 3 : Zur schönen Literatur u. Kunst, Fragmente ..., , ",", , , ",,,,,,,,,,1,02
1000525171,L-1827-170771083,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 3., T. 1 : Zur schönen Literatur u. Kunst, Gedichte, ",", , ",,,,,,,,,,1,02
1000525392,L-1827-170771385,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 4., T. 2 : Zur schönen Literatur u. Kunst, Gedichte, ",", , ",,,,,,,,,,1,02
1000525414,L-1827-170771393,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 5. : Zur schönen Literatur u. Kunst, Der Cid",", ",,,,,,,,,,1,02
1000525465,L-1827-170771458,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1827,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 6. : Zur schönen Literatur u. Kunst, Legenden",", ",,,,,,,,,,1,02
1000525538,L-1828-170771512,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 7., T. 1 : Zur schönen Literatur u. Kunst, Stimmen d. Völker in Liedern, ",", , ",,,,,,,,,,1,02
1000525589,L-1828-170771547,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 8., T. 2 : Zur schönen Literatur u. Kunst, Stimmen ..., ",", , ",,,,,,,,,,1,02
1000525716,L-1828-170771695,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 9. : Zur schönen Literatur u. Kunst, Blumenlese aus morgenländ. Dichtern",", ",,,,,,,,,,1,02
1000525775,L-1828-170771768,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1828,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 10. : Zur schönen Literatur u. Kunst, Schriften zur griech. Lit.",", ",,,,,,,,,,1,02
100052583X,L-1829-170771822,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 11. : Zur schönen Literatur u. Kunst, Schriften zur röm. Lit.",", ",,,,,,,,,,1,02
1000525937,L-1829-170771938,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 12. : Zur schönen Literatur u. Kunst, Terpsichore",", ",,,,,,,,,,1,02
1000526038,L-1829-170772039,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 13., T. 1 : Zur schönen Literatur u. Kunst, Kritische Wälder ..., ",", , ",,,,,,,,,,1,02
1000526224,L-1829-170772209,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 14., T. 2., T. 3 : Zur schönen Literatur u. Kunst, Kritisches Wälder ..., , ",", , , ",,,,,,,,,,1,02
1000526321,L-1829-170772314,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 15., T. 1 : Zur schönen Literatur u. Kunst, Abhandlungen u. Briefe über schöne Lit., ",", , ",,,,,,,,,,1,02
1000526372,L-1829-170772373,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1829,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 16., T. 2 : Zur schönen Literatur u. Kunst, Abhandlungen ..., ",", , ",,,,,,,,,,1,02
1000526550,L-1830-170772586,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 17., T. 1 : Zur schönen Literatur u. Kunst, Früchte aus d. sog. goldenen Zeiten, ",", , ",,,,,,,,,,1,02
1000526615,L-1830-170772640,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 18., T. 2 : Zur schönen Literatur u. Kunst, Früchte ..., ",", , ",,,,,,,,,,1,02
1000526658,L-1830-170772691,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 19. : Zur schönen Literatur u. Kunst, Antiquarische Zusätze",", ",,,,,,,,,,1,02
1000526690,L-1830-170772756,Afl,DBSM/M/Klemm,Va 2993,Va 2993,1830,Johann Gottfried von Herderʹs sämmtliche Werke,"[Abt. 3.], 20. : Zur schönen Literatur u. Kunst, Nachlese zur schönen Literatur u. Kunst",", ",,,,,,,,,,1,02
1000551504,L-1824-17080979X,Aal,DBSM/M/Klemm,Va 3652/2,Va 3652/2,1824,"30 malerische An-[sichten] und Aussichten von Dresden und den nächsten Umgebungen; aufgenommen, gez. u. radirt : ", : ,,,,,,,,Mit hs. Eintr.,,,1,02
1000552470,L-1820-170810763,Afl,DBSM/M/Klemm,Vc 475,Vc 475,1820,The @Percy Anectodes, : Anecdotes of hospitality,,,,,,,,Mit hs. Eignervermerk,,,1,02
1000552500,L-1820-170810844,Afl,DBSM/M/Klemm,Vc 475,Vc 475,1820,The @Percy Anectodes, : Anectodes of humanity,,,,,,,,Mit hs. Eignervermerk,,,1,02
1000552578,L-1820-170810925,Afl,DBSM/M/Klemm,Vc 475,Vc 475,1820,The @Percy Anectodes, : Anectodes of fidelity,,,,,,,,Mit hs. Eignervermerk,,,1,02
1000553043,L-1829-17081145X,Aal,DBSM/M/Klemm,Va 1560,Va 1560,1829,"Robinson der Jüngere, oder Erzählung seiner merkwürdigen Schicksale und wunderbaren Abentheur zu Wasser und zu Lande : nach Campeʹs Robinson für Bürge", : ,,,,,,,,,,,1,02
1000614735,L-1824-170865371,Afl,DBSM/M/Klemm,(ÜF / 4. OG: R42/2/3),Vd 295,1824,Lettres sur la Suisse,P. 2. : Ancien Évèché de Bále,,,,,,,,Lith. S. 45 herausgeschnitten,,,1,02
1000632113,L-1813-170881946,Aal,DBSM/M/Klemm,Va 2871,Va 2871,1813,"Briefe über den Rationalismus : zur Berichtigg d. schwankenden u. zweideutigen Urtheile, die in den neuesten dogmat. Consequenz-Streitigkeiten über de", : ,,,,,,,,,,,1,02
1000691799,L-1820-171032950,Aal,DBSM/M/Klemm,Va 3308,Va 3308,1820,Entdeckungsreise unter den Befehlen d. brit. Admiralität mit d. kgl. Schiffen Isabella u. Alexander um Baffins-Bay auszuforschen u. d. Mögl. e. nordwe, : ,,,,,,,,,,,1,02
100075930X,L-1826-171109562,Aal,DBSM/M/Klemm,Vd 327,Vd 327,1826,Oeuvres complètes de J[ean] J[acques] Rousseau : , : ,,,,,,,,,,,1,02
100075930X,L-1826-171109627,Aal,DBSM/M/Klemm,Vd 327 a,Vd 327 a,1826,Oeuvres complètes de J[ean] J[acques] Rousseau : , : ,,,,,,,,"Reihenfolge d. Verlagsnamen verändert: A. Sautelet, Verdière, A. Dupont & Roret",,,1,03
1000776131,L-1820-171140680,Aal,DBSM/M/Klemm,Vc 130,Vc 130,1820,"Thomas Rowlandsonʹs characteristic Sketches of the lower orders intended as a companion to the [Leighʹs] new picture of London, consisting of fifty-fo", : ,,,,,,,,,,,1,02
1000797600,L-1827-171162862,Aal,DBSM/M/Klemm,Va 966,Va 966,1827,Duodez-Schul-Atlas : , : ,,,,,,,,"[Steindr. sign.: ""Berlin 1824"" bezw. 1825 u. 1827 ""von R. v. L.""]",,,1,02
1000797643,L-1825-171162897,Aal,DBSM/M/Klemm,(ÜF / 4. OG: R42/1/5),"Va, 967",1825,Wandcharte von West- und Mittel-Europa : Berlin 1825, : ,,,,,,,,,,,1,02
