idn,bbg,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1003966217,Aal,"PLVTAR-||chi Chaeronẽsis opuscula quaedã,|| Des. Erasmo Roterodamo,|| Stephano Nigro,|| Angelo Barbato,|| Bilibaldo Pirckheymero, &|| Philippo Melanchthone Bret-||tano, interpretibus.|| ...|| (PLVTARCHI ... de tuenda bona ualetudine|| praecepta.|| Eiusdem,Vtrũ grauiores sint animi morbi,guàm corporis.|| Eiusdem,Num recte dictum sit, lathe biōsas ...|| Eiusdem, De cupiditate diuitiarum,|| DES.ERASMO ...|| INTERPRETE.|| ... HIS ADIVNXIMVS|| Plutarchi Consolatoriam orationem ad Apollonium, Ste/||phano Nigro interprete.|| Stephani Nigri de fraterna beneuolentia libellum.|| Plutarchum De exilio, Angelo Barbato interprete.|| Plutarchi ... de his qui sero uindicantur à numine li||bellũ, Bilibaldo Pirckheymero ...|| interprete.|| Plutarchũ de uitanda usura,eodem Bilibaldo interprete.|| Plutarchi conuiualem quaestiunculam de notis Pythagori/||cis, Philippo Melanchthone ... interprete.||)",,,,,,,,,
1003966500,Afl,,,Plutarchi Vitae comparatae,2,,,,,,
1003966527,Afl,,,Plutarchi Vitae comparatae,3,,,,,,
1003966713,Afl,Poliziano,Angelo,Omnium Angeli Politiani operum (que quidem extare nouimus) Tomus ...,Tomus 1-2,,,,,,
1003966950,Aal,Christ-begieriger Sterbens-Sinn in den Himmel zu Christo hinNach Anleitung der Wort S. Pauli Phil. 1. vers. 23. ... Bey Volck-reicher Christlicher Leich-Begängniß Der/ weyland Hoch-Edlen/ Hoch-Ehr- und Tugend-reichen Frauen Rosinae Barbarae einer gebohrnen Segnitzin/ Tit. Herrn Joh. Heinr. Schmidtens/ der Artzney hoch-berühmten Doctoris ... Ehe-Liebsten/ Welche Anno 1695. d. 16. Aprilis ... sanfft und selig eingeschlaffen ...,,,,,,,,,
1003967248,Aal,"TESTAMEN||TVM DVODECIM PA=||triarcharum, filiorum Iacob, per Rober||tum Lincolinensem Episcopum, è|| Graeco in Latinum|| uersum.|| Floruit author Anno M.CC.XLII.|| IVLIANI|| POMERII, TOLETA=||ni Episcopi, contra Iudaeos|| libri tres.|| Hic author floruit Anno Christi|| DC.LXXXVI.||",,,,,,,,1262272084,Qd
100396740X,Afl,Pontano,Giovanni Gioviano,Joannis Joviani Pontani Opera omnia soluta oratione composita,(1.),De obedientia libri V. De fortitudine libri II. Liber De principe. Liber de liberalitate. Liber de beneficentia. Liber de magnificentia. Liber de splendore. Liber de conuiuentia. De prudentia libri V. De magnanimitate libri II. De fortuna libri III. Liber de immanitate.,,,,,
1003967558,Afl,Pontano,Giovanni Gioviano,Joannis Joviani Pontani Opera omnia soluta oratione composita,(2.),De aspiratione libri duo ; Charon dialogus ; Antonius dialogus ; Actius dialogus ; Aegidius dialogus ; Asinus dialogus ; De sermone libri sex ; Belli quod Ferdinandus senior Neapolitanus ... gessit libri sex,,,,,
1003967639,Afl,Pontano,Giovanni Gioviano,Joannis Joviani Pontani Opera omnia soluta oratione composita,(3.),Centum Ptolemaei Sententiae,,,,,
1003968090,Aal,"Prophetae Isaias, Jeremias, Baruch, Ezechiel, Daniel, XII Minores; et Machabaeorum libri duo",,,,,,,,,
1003968511,Aal,Sefer Tehillim,[Gebetbuch. 150 Abschn. für Tage der Woche],,,,,,,,
1003968708,Aal,The @Whole Booke of Psalmes,"collected into English Meeter by Thomas Sternhold, John Hopkins and others ...",,,,,,,1262278775,Qd
1003969119,Aal,Avrea carmina Pythagoræ,,,,,,,,,
1003969240,Aal,Andromaque,"tragédie-lyrique, en trois actes",,,,,,,,
1003969526,Aal,Epitheta Joannis Ravisii Textoris Nivernensis,"Accesserunt De Prosodia, libri 4 ; Item, de Carminibus ad veterum imitationem .. collecta a Georgio Sabino",,,,,,,,
1003969658,Afl,Tixier,Jean,Officinae Joannis Ravisii Textoris Nivernensis historicis poeticis ... pars ...,[3],"Joannis Ravissi Textoris Nivernensis Cornucopiae, quo continentur locadiversis rebus per orbem abundantia, ...",,,,,
1003969941,Afl,Tixier,Jean,Officinae Joannis Ravisii Textoris Nivernensis historicis poeticis ... pars ...,Pars 1,,,,,,
1003969968,Afl,Tixier,Jean,Officinae Joannis Ravisii Textoris Nivernensis historicis poeticis ... pars ...,Pars 2,,,,,,
1003970222,Afl,Raynal,Guillaume Thomas François,"Anecdotes historiques, militaires et politiques de lʹélevation de Charles-Quint au thrône de lʹempire, jusquʹau traité dʹAix-la-Chapelle en 1748",T. 1,,,,,,
1003970249,Afl,Raynal,Guillaume Thomas François,"Anecdotes historiques, militaires et politiques de lʹélevation de Charles-Quint au thrône de lʹempire, jusquʹau traité dʹAix-la-Chapelle en 1748",T. 2,,,,,,
1003970281,Aal,De conservanda bona valetudine,,,,,,,,,
1003970281,Aal,"DE CON=||SERVANDA BONA VALETV-||dine, Opusculum Scholae Salernitanae,ad Re-||gem Angliae,Germanicis Rhytmis illustratum.|| Cum Arnoldi Nouicomensis,Medici et Philoso=||phi antiqui,Enarrationibus ... no-||uißimè recognitis et auctis,per",,,,,,,,,
1003970443,Aal,"Responsa Medica De Probatione, facultate & usu Acidularum Ac Fontium Schwalbaci susurrantium, a celeberrimis aliquot Medicis",,,,,,,,,
1003970656,Aal,MAgnencij Rabani|| Mauri De Laudib#[us] sancte Crucis|| opus. erudicione versu prosa#[que]|| mirificum.||,,,,,,,,,
1003970923,AFl,Antonii Riccoboni Rhodigini de Historia liber,cum fragmentis historicorum veterum latinorum ... ab eodem collectis & auctis,,,,,,,,
1003971172,Aal,"IN RELIQVIAS|| ACADEMI=||CARVM QVAE=||STIONVM M. TVLLII|| Ciceronis, & eiusdem quinque|| Libros de Finibus, IOHANNIS|| ROSAE Commen-||tarius.||",,,,,,,,,
1003971288,Aal,"Väterliche Winke an junge Frauenzimmer über ihre Bestimmung als Mädchen, Gattinnen, Hausfrauen und Mütter",allen edlen Töchtern Deutschlands gewidmet,,,,,,,,
1003971598,Aal,Deuoti et venerabilis Ioanis Rusberi presbyteri/ canonici observantiæ beati Augustini/ de ornatu spiritualium nuptiarum libri tres,,,,,,,,,
1003971741,Aal,Croniche che tractano de la origine de Veneti. E del principio de la cita. E de tutte le guere da mare e terra facte in Italia Dalmacia Grecia e contra tuti li infedeli. Composte per lo excelentisimo mesere Marco Antonio Sabellico. E volgarizate per Matheo Vesconte de Sancto Canciano,,,,,,,,,
1003972012,Aal,"Historia Hebreo/||rum ex elegãtissimis Marci Antonij Coccij Sabellici Enneadi||bus excerpta, eius gentis ritus/ leges & gesta, ab orbe cõdito,|| ad Iesu Christi t[em]pora ...|| succincte cõplectens, in septem est|| partita libros ...|| [Hrsg.v.(IOHANNES KVSTHVERT VEISSEN-||STATTENSIS ... ||)]",,,,,,,,,
1003972322,Aal,ELEGIA|| DE ADVENTV|| CAROLI.V.|| CAESA=||RIS.|| ADDITAE PRAETE=||rea Elegiae duae.||(ELEGIA|| AD ILLVSTREM PRINCI=||pem ac Dominum D.Magnum Du=||cem Megalburgensem ... ||)(GERMA=||NIA AD REGEM|| FERDINAN=||DVM.||),,,,,,,,,
1003972462,Aal,Meditationum libellus,ac orationum devotarum ; qui Anthidotarius anime dicitur ; cum Beati Bonaventure psalterio devoto impressus,,,,,,,,
1003972721,Aal,C.CRISPI SALLVSTII|| de coniuratione Catilinae.|| Eiusdem de bello Iuguthino.|| Eiusdẽ oratio contra M.T.Cicer.|| M.T.CICERONIS oratio|| contra C. Crispum Sallustium.|| Eiusdem orationes quatuor contra|| Lucium Catilinam.|| PORTII LATRONIS de=||clamatio contra L.Catilinam.|| ORATIONES quaedam ex|| libris historiarum C.Crispi Sal||lustij.||,,,,,,,,1137888385,Qd
1003972721,Aal,C. Crispi Sallvstii de coniuratione Catilinae. Eiusdem de bello Iugurthino. Eiusdem oratio contra M. T. Cicer. M. T. Ciceronis oratio contra C. Crispum Sallustium. Eiusdem orationes quatuor contra Lucium Catilinam. Portii Latronis declamatio contra L. Catilinam. Orationes quaedam ex libris historiarum C. Crispi Sallustij.,,,,,,,,1137888385,Qd
100397290X,Aal,C. Crispi Sallvstii de conivratione Catilinæ historia,eivsdem de bello Ivgvrthino,,,,,,,,
1003973302,Aal,"INSTITVTIO=||NVM HEBRAICA=||RVM LIBRI V.|| I.De Orthographia.|| II.De Etymologia.|| III.De Syntaxi.|| IIII.De Prosodia.|| V.De Anomalis.|| EX PVBLICIS M.|| VALENTINI SCHIND=||leri Oederensis praelectionibus, in Aca-||demia Vitebergensi collecti, & in|| vsum eiusdem editi.||",,,,,,,,1138311561,Qd
1003974066,Aal,Luculentissima quaedam terrae totius descriptio ...,,,,,,,,,
1003974392,Aal,Itinerari Italiae rerumq[ue] romanarum libri tres,,,,,,,,,
1003974899,Aal,Wilhelm Schröters|| Illustrissimae Regiae Societat. Bri-||tann. Assessoris||,Dissertatio|| de Ministrissimo,,,,,,,,
1003975054,Aal,Coelvm Stellatvm,"In Qvo Asterismi I. Boreales II. Zodiacales III. Avstrales ; Albicantibvs In Plano Nigro Stellis Methodo, Lvcentibvs In Coelo Noctvrno Astris Convenientissima Exhibentvr",,,,,,,1262272882,Qd
1003975178,Aal,De Anima brutorum commentaria,curiosum nobis natura ingenium dedit (Seneca de Vita Beata Cap. 32),,,,,,,,
1003975550,Aal,LUcij Annei se||nece poete Cordubensis Hercu=||les furens.|| ...||,,,,,,,,,
1003976174,Aal,CAROLI SIGONII|| Von Ge=||schichtenn des K#[oe]=||nigreichs Jtalie/ F#[ue]nffze=||hen B#[ue]cher.|| Jn sich begreiffend die|| Herrliche Historien vom Jar Chri=||sti 570 an/ biß ins Tausentest|| zweyhunderst Jar.|| Dabey zugethan worden/ sondere n#[oe]ti=||ge neben glosen/ auß andern bewerten Histori=||schreiben/ vnd dienstliche erinnerungen/ wann vnd wo er neben|| der warheit hingangen ...|| der meinung/|| des Teutschen Reichs Herrligkeit ...|| zu verdunckeln ...|| verteutschet von|| Georgio Nigrino.||,,,,,,,,,
1003976794,Aal,"Jacobi Slvperii, Herzelensis, Flandri, Poemata",,,,,,,,1262280389,Qd
1003977170,Aal,Adriani Spigelii Isagoges in rem herbarium libri duo,,,,,,,,,
1003977332,Afl,Staal,Marguerite-Jeanne,"Mémoires de Madame de Staal, écrits par ellemême ou Anecdotes de la Régence",1,,,,,,
1003977359,Afl,Staal,Marguerite-Jeanne,"Mémoires de Madame de Staal, écrits par ellemême ou Anecdotes de la Régence",2,,,,,,
1003977383,Afl,Staal,Marguerite-Jeanne,"Mémoires de Madame de Staal, écrits par ellemême ou Anecdotes de la Régence",3,,,,,,
1003977391,Afl,Staal,Marguerite-Jeanne,"Mémoires de Madame de Staal, écrits par ellemême ou Anecdotes de la Régence",4.,Oeuvres,,,,,
1003977588,Aal,Statvta synodalia,,,,,,,,,
100397788X,Aal,"Statvti della Honoranda Vniuersità de Mercatanti della Inclita Città di Bologna, Riformati lʹAnno M.D.L.",,,,,,,,,
1003978576,Aal,Gleanings from the works of Laurence Sterne,,,,,,,,,
1003982646,Hal,Partitionum oratoriarum Joannis Sturmii Dialogi IIII Anno 1580,,,,,,,,,
1003982700,Aal,Sulpiti Severi Historia Sacra continuata Ex Johannis Sleydani libro De Quatuor summis Imperiis,edita In usum Scholarum Hollandicarum & West-Frisicarum,,,,,,,,
1003983022,Aal,"Synesij Cyre/||naei, Aegyptii, seu|| DE PROVIDENTIA,|| Disputatio:|| CONVERSA IN LATINVM SER/||monem de exemplo manuscripto, cu/||ius discrepantia ab editione Gal/||lica diligentissime indi/||catur.|| ADDITA|| EPISTOLA EIVSDEM SYNE/||sij ad Orum, hactenus non edita: cum|| interpretatione Latina|| et ipsa.|| Elaborata omnia ab ESROMO RV/||DINGERO Papeper/||gensi.||",,,,,,,,1138315451,Qd
1003983278,Aal,"C[aii] Cornelii Taciti opera Latina, cum versione Germanica, Jacobi Micylli [d.i. Jakob Moltzer ...]",,,,,,,,,
1003983456,Aal,"Joan. Tagavltii Ambiani Vimaci, Parisiensis Medici, De chirvrgica institvtione libri qvinqve.  His accessit sextus liber de materia chirurgica, authore Iacobo Hollerio Stempano, medico Parisiensi",,,,,,,,,
1003983707,Aal,Taxe sacre Penitentiarie apostolice incipiunt,,,,,,,,,
1003983944,Aal,Pub. Terentii Comoediae Sex,,,,,,,,,
1003984738,Aal,Tēs @Kainēs Diathēkēs Apanta,Ex Bibliotheca Regia,,,,,,,,
1003985068,Aal,Hē @Kainē Diathēkē,Ad Optimas Quasque Editiones Collatum Et Excusum ; Adjectis Nonnullis Variantibus Lectionibus Et Notis Nec Non Harmonia Evangeliorum Et Chronotaxi Actuum Apostolicorum,,,,,,,1142180042,Qd
1003985432,Aal,Das @newe Testament||,,,,,,,,,
1003986323,Aal,Textus hymnorû/ In priscam for=||mam/ hoc est in metra ab Henrico|| Bebelio nouiter redactorum.||,,,,,,,,,
1003986471,Aal,Theokritu ta sozomena,,,,,,,,,
1003987001,Aal,Theōnos Sophistu Progymnasmata,in usum Scholarum Hollandiae West-Friesiaeque [griech. u. lat.],,,,,,,,
1003987109,Aal,The @Seasons,,,,,,,,,
1003987435,Aal,Jacobi Tolli Fortuita,"in quibus, praeter critica nonnulla, tota fabularis historia Graeca, Phoenicia, Aegyptiaca, ad Chemiam pertinere asseritur",,,,,,,,
1003987656,Aal,Petit Traité théorique et pratique du style en général de lʹart épistolaire et de la narration suivi des éléments de droit civil et commercial,,,,,,,,,
1003988164,Aal,Tryphiodōru Iliu Halōsio,,,,,,,,,
1003988458,Aal,Amoris divini emblemata,,,,,,,,,
100398861X,Afl,,,Leggi delle XII Tavole,Tom 1,,,,,,
1003988792,Aal,"Valerii Maximi factorum, ac dictorum memorabilium, libri 9",,,,,,,,,
1003988865,Afl,Sabatier de Castres,Antoine,"La @Valise decousue, ou recueil de lettres de différentes personnes, pour servir a lʹhistoire des insurrections de France, de Liége et des Pays-Bas",Premiere partie,,,,,,
1003988873,Afl,Sabatier de Castres,Antoine,"La @Valise decousue, ou recueil de lettres de différentes personnes, pour servir a lʹhistoire des insurrections de France, de Liége et des Pays-Bas",Seconde partie,,,,,,
100398908X,Aal,I @Pianti dʹelicona su la tomba di Teresa Ventura Venier,,,,,,,,,
100398925X,Aal,[Güldenes Betbüchlein],,,,,,,,,
1003989381,Aal,P[ublii] Virgilii Maronis opera nunc emendatiora,,,,,,,,,
1003989993,Aal,Publij Uergilij Maronis|| Mãtuani vatis Bucolica||,,,,,,,,,
1003991106,Aal,"MATTHAEI|| VVESENBECII I.C.|| Commentarij in|| tit. Cod.|| DE PACTIS,|| et|| DE FIDE INSTRV=||MENTORVM.|| Nunc primum ab ipsius haeredibus|| in lucem editi.||",,,,,,,,1138319503,Qd
1003991246,Aal,Sōkratēs Mainomenos oder die Dialogen des Diogenes von Sinope,aus einer alten Handschrift,,,,,,,,
100399136X,Aal,Moralische Blätter,ein Andachtsbuch für Gebildete,,,,,,,,
1003991718,Afl,Zárate,Agustín,Histoire de la decouverte et de la conquete du Pérou,Tome 1,,,,,,
1003991793,Afl,Zárate,Agustín,Histoire de la decouverte et de la conquete du Pérou,Tome 2,,,,,,
100399203X,Aal,"Dn. Vdalrici Zasii ivreconsvlti Fribvrgen. in vsvs fevdorvm epitome, ordine et vtilitate commendabilis","Eiusdem orationes aliquot disertae, tum in laudem Legum, tum funebres",,,,,,,,
100399234X,Aal,Emblematum ethico-politicorum centuria Julii Guilielmi Zincgrefii,,,,,,,,,
1003992730,Aal,Emblematum ethico-politicorum centuria,,,,,,,,,
1005719152,Aal,"[MODVS|| LEGENDI AB=||BREVIATVRAS,|| PASSIM IN IVRE TAM|| CIVILI QVAM PONTIFICIO|| occurrentes, nunc recèns diligentiùs|| quàm antehac recognitus atq;|| in lucem aeditus|| CVI ...|| acceßére|| LEGVM FLOSCVL ...|| BROCARDICA IVRIS, SEV VERIVS COM-||munes Iurium sententiae ...|| [TITVLI QVAE EST|| RVBRICAE VVLGO NVN-||CVPANTVR, IN VNIVERSVM IVS|| ciuile, ex Haloandri recognitione|| adscripti||]",,,,,,,,1138366714,Qd
1005720320,Aal,SPECVLVM,,,,,,,,,
1005791945,Aal,"M Z: @Topographia Electorat[us] Brandenburgici et Ducatus Pomeraniae. [et]c. das ist Beschreibung der Vornembsten und bekantisten Stätte und Plätz in dem hochlöblichsten Churfürstenthum und March Brandenburg, und dem Hertzogtum Pom[m]erenzu sampt einem doppelten Anhang, 1 Vom Lande Preußen und Pomorellen 2 Von Lifflande unnd Selbige beruffenisten Orten",,,,,,,,,
1005798427,Aal,Liber proverbiorum,Ecclesiastes ; Canticum canticorum Salomonis ; Liber sapientiae ; in ecclesiasticum Jesu filii Sirach prologus ; Ecclesiasticus,,,,,,,,
1030821216,Aaf,Tunttenhausen vnser lie=||ben Frawen Gotshausz/ inn ...|| Herren Albrechten|| Pfaltzgrafen bey Rhein/ Hertzogẽ in ... Bayern #[et]c.|| Land/ Freysinger Bistumbs/ gelegen/ etliche merckliche gnaden/|| so Got ... durch fürbit Marie ... in|| disem LXXiiij. jar vilen menschẽ bewisen hat/ th#[uo]t diß B#[ue]chlin|| außweisen/ so ...|| Herr Petrus/ Probst z#[uo] Beyharting/ als|| obrister Pfarrherr ermeldts Gotshauß/ zu trucken vergünt hat.|| ...||,,,,,,,,1223000702,Qd
1030939810,Aaf,Streittpredig|| Darin/ neben Auszle=||gung deß Engelischen Gruß vnd Euan=||gelij/ so auff den tag der verkündigung MARJAE|| gef#[ae]llt/ Auß hayliger Schrifft/ von nachfolgen=||den Puncten/ ain gründtlicher bericht|| gegeben wirdt.|| I. Ob man MARJAM ...|| zu ainem Gott mache.|| II. Ob vns MARJA ...|| helffen k#[oe]nde.|| III. Ob ain Christ ...|| das AVE|| MARJA sprechen solle/ Auch zu vnser|| lieben Frawen ...|| wahlfarten künde.|| ...,,,,,,,,1223000702,Qd
1048070697,Aa,Decretales d[omi]ni pape Gregorii noni,,,,,,,,,
104834181X,Aa,[De insinuationibus],,,,,,,,,
104846525X,Aa,[Speciale missarum secundum chorum Bambergensem],,,,,,,,,
1056823070,Aa,(Jncipit ordo missalis #[s]m cho||rum Constantieñ ...||),,,,,,,,,
1066674566,Aaf,"VALERII|| MAXIMI FACTO-||RVM DICTORVMQVE|| memorabilium Libri Nouem.|| PRAETEREA CAII TITII|| Probi, in Decimum Lib. huius Ope=||ris, Epitome, etc.|| Index Rerum et Verborum insignium in|| eundem copiosus.||",,,,,,,,,
1066694478,Aaf,HELII EO||BANI HESSI|| DE TVMVLTIBVS|| Horum temporum|| Querela.|| Priscorum temporum cum nostris Collatio.|| Omnium Regnorum Europae mutatio.|| Bellum Seruile Germaniae.|| ... Ad Germaniam afflictam consolatio Paraenetica|| Elegia una.|| Roma capta ...||,,,,,,,,,
1066754675,Aaf,"POIESEIS OME-||RU AMPHO E TE ILIAS KAI E|| ODYSSEIA, YPO TE IAKOBU TU MIKYLLU|| kai Ioacheimu Kamerariou ...|| paraskeuastheisai.#=g|| OPVS VTRVMQVE HOMERI ILIA=||DOS ET ODYSSEAE, DILIGENTI OPERA IACO-||bi MICYLLI & Ioachimi CAMERARII|| recognitum.||(VNA` CVM|| DIDYMI ...|| interpretatione.||) ADIECTA ETIAM EST EIVSDEM BATRA/||chomyomachia.|| #=GPORPHYRIU PHILOSOPHU OMERIKA ZETEMATA.|| Tu autu Porphyriu, peri tu en Odysseia ton nym/||phon antru.#=g|| Porphyrij philosophi Homericarum quaestionum liber.|| Eiusdem, de Nympharum antro in Odyssea, opusculum.||",,,,,,,,,
1066768919,Aaf,"Dialogvs Mythologicvs Bartolomaei Coloniensis dulcibus iocis, iucundis, salibus, concinnisque sententiis refertus atque diligenter elaboratus...",,,,,,,,,
1066772037,Aaf,DJalogus fra=||tris Rutgeri Sycambri canonici regu=||laris De quantitate syllabaru.|| cum paucis carminib#[us]|| adiunctis in=||choat.||,,,,,,,,,
1066783659,Aaf,Manuale beati Augustini|| de aspiratiõe hõis ad deũ|| Stimulus amoris beati|| Anselmi|| Soliloquium Jubileum|| beati Anselmi|| Anselmus super resoluti||one pusillanimis cõscien||tie dubitãtis an missam|| celebrare expediat aut nõ|| Bonauentura de p̃parati||one ad missam||,,,,,,,,,
1066786240,Aaf,Apollōniu tu Rodiu Argonautika ...,,,,,,,,,
1066787026,Aaf,"SALOMONIS FRENCELII|| de||  TRIPLICI||  PATRIA||  Oratio.|| Habita in Academiâ IVLIA.|| Accesserunt clarorum Virorum|| Epistolæ, etc.||",,,,,,,,,
1066787298,Aaf,PROVERBIA SA/||LOMONIS.|| PRAEFATIO IN AEDI||tionem Parabolarũ Fra||tris Conradi pelicani|| minoritae.|| EPITOME HEBRAI-||cae grammaticae Fra/||tris Sebastiani mun||steri minoritae.||(Precationes quaedam &|| Cantica ...||)[Hrsg.v.(SEBASTIANVS MVN/||sterus Franciscanus ...||)],,,,,,,,,
1066799075,Aaf,CONTINVATOR// TEMPORIS QVIN=//QVENNALIS.// Das ist:// Fünffjäriger Histori Er=//zehlung// ander// dritter vnnd vierdter Theil//// sampt warhafftiger Beschreibung aller ...// denckwirdigsten Geschichten// so sich ... von,,,,,,,,,
106679958X,Aal,"Io. Frobenivs Lectoribvs S. D. Habetis hic D. Erasmi Roterodami Parabolas siue Similia, libellum ...",,,,,,,,1137888385,Qd
1066835551,Aaf,"C. SALLVSTII CRISPI|| CONIVRATIO CATILINAE|| ET BELLVM IVGVRTHINVM|| FRAGMENTA|| eiusdem historiarum, e scriptorib. antiquis ab",,,,,,,,,
1066844291,Aaf,Autoritates notabiles|| De castitate et moribus gregori#[us] ambrosi#[us]|| Hic pius hic iustus|| augustin#[us] hieronymus|| Hic mistic#[us] hic#[que] seuerus.||,,,,,,,,,
1066847177,Aaf,Svbnotata hic continentur Magni Athanasij in psalmos opusculum [Ange. pol. interprete]. Enchiridion Epicteti stoici. Basilij oratio de inuidia. Plutarchus de differentia inter odium & inuidiam. Tabula Cebetis Thebani,,,,,,,,,
1066847428,Aaf,Hoc in volumine infra=||scripta opuscula continentur.|| Marci Tullii Ciceronis oratoR principis/ oratio pro Milone ...|| Compendium Rhetorices/ ex Tulliano thesauro,,,,,,,,,
1066848548,Aaf,"P. Favsti Andrelini Foroliuiensis, Poetae & oratoris clarissimi, De virtutibus cum moralibus, tum intellectualibus, Carmen dignissimum. Eiusdem Elegiae quaedam castiores, sanctioresque",,,,,,,,,
1066848920,Aaf,"D. MELCHIORIS|| CANI, EPIS=||COPI CANARIEN=||SIS, ORDINIS PRAEDICATO-||RVM...|| LOCORVM THEOLOGICO-//RVM LIBRI DVODECIM.|| ...||",,,,,,,,,
1066849587,Aaf,"OPERA|| Q. SEPTIMII FLORENTIS TERTVL/||liani inter Latinos ecclesiae scriptores primi, sine quorum le||ctione nullum diem intermittebat olim diuus Cyprianus,|| per Beatum Rhenanum Seletstadiensem è tenebris eruta|| atque à situ pro uirili uindicata, adiectis singulorum libro||rum argum?tis & alicubi coniecturis, quibus uetustissimus|| autor nonnihil illustratur ...||",,,,,,,,,
1066849803,Aaf,"FASTORVM|| ECCLESIAE CHRISTIA-||NAE LIBER E DVODECIM,|| PRIMVS.|| IANVARIVS./||",,,,,,,,1137896159,Qd
106686182X,Aaf,Lutij Annei Sene=||ce Cordubensis tres selectiores|| Tragoediae in hoc volumine continentur.|| HERCVLES FVRENS.|| THYESTES MCYENEVS.|| OCTAVIA ROMANA.||...||,,,,,,,,1137896442,Qd
1066862451,Aaf,[Vade mecum.|| Missale Jtinerātium|| ...],,,,,,,,,
1066862508,Aaf,M. FABII|| QVINTILIANI|| INSTITVTIONVM|| ORATORIARVM|| LIBRI XII.|| Summa diligentia ad fidem uetustissimorum|| codicum recogniti ac restituti.|| Cum rerum uerborumqz Indice multo locu=||pletißimo.|| Declamationum liber eiusdem.||,,,,,,,,,
1066862788,Aaf,De Successione inter coniuges ab intestato disquisitio iuris Germanici,,,,,,,,,
1066863954,Aaf,Li @marmi eruditi overo lettere sopra alcune antiche inscrizioni,,,,,,,,,
1066865582,Aaf,"IN HOC VOLVMINE|| HAEC CONTINENTVR.|| Rhetoricorum ad C. Herennium lib.IIII.|| M.T.Ciceronis de inuentione ...|| de oratore ad Quintum fratrem ...|| de claris oratoribus, qui dicitur Brutus ...|| orator ad Brutum ...|| Topica ad Trebatium ...|| oratoriae partitiones ...|| de optimo genere oratorum praefatio quae=||dam.|| Post Naugerianam, et Victorianam corre=||ctionem emendati à IOAN.v Sturmio.|| ... Index rerum notabilium...",,,,,,,,,
1066865590,Aaf,"CONTEX/||TA POPVLI IVDAI=||CI HISTORIA A RE=||ditu ex Babylonico exilio,|| us#[que] ad ultimum excidi=||um Hierosolymae.|| PAVLO EBERO|| KYTINGENSI|| Autore.||",,,,,,,,1137965673,Qd
1066865639,Aaf,"HISTORIAE|| PHILIPPI|| COMINAEI, EQVITIS|| AVRATI,|| Continentes res, quae olim inter",,,,,,,,,
1066866198,Aaf,Arte pa ser=||uir a dios. Cō||puesta por fray|| Alonso de ma=||drid. Con sus|| adiciones.||,,,,,,,,,
106686943X,Aaf,Gregorii Tvronici Historiæ Francorum libri decem,"In quibus non solum Francorum res gestae, sed etiam Martyrum cum fidelibus bella, et Ecclesiae cum haetericis concertationes exponuntur. Adonis Viennensis Chronica",,,,,,,,
1066870926,Aaf,"DIOGENIS|| LAERTII CLARISSIMI HISTO-||rici de uita, & moribus philosophorum li-||bri decem, nouissime iam post oēs omnium|| castigationes noua diligentia emendati,...",,,,,,,,,
1066871620,Aaf,Form vnd anzeigung/|| wie die heylige Catholische Kirch Got=||tes/ vor tausent/ mehr vnd weniger Jaren/ in aller Christenheyt regiert vnd georde=||net gewesen sei.|| Jetzt von newem gebessert vnd gemehret.|| Hierzu ist das ander theyl dieses gar,,,,,,,,1223000702,Qd
1066872554,Aaf,"AD RE||VERENDISSIMVM ATq[ue]|| illustrissimum principem, D.|| Albertum Archiepiscopum|| Moguntinu, Cardinale &c.|| epl'a V. Fabritij Capitonis.|| [Sp.I] PARAE||[Sp.II] NE||SIS|| PRIOR DIVI IO. CHRY-||sostomi ad Theodorum la-||psum, V. Fabritio Capito-||ne interprete cu præfatione, ad eundem D. Albertu Ar-||chiep. Mogut. Card.||",,,,,,,,,
1066873569,Aaf,"STEPHANI|| FORCATVLI|| IVRESCONSVLTI|| CLARISSIMI,|| ad Tit. Digest.|| DE SERVITVTIBVS,|| succincta explicatio.|| Cum INDICE legum in hoc commentario|| explanatarum.|| In GERMANIA nunc primùm edita.||",,,,,,,,1137971231,Qd
1066874042,Aaf,"Q. HORA=||TII FLACCI|| OPERA:|| METRICA carminum ratione, et AR=||GVMENTIS ubiq;, Tum etiam do=||ctißimorum uirorum|| D. Erasmi Roterodami, Angeli Politiani,|| M.Antonij Sabellici, Ludouici Coelij Rhod.|| Baptistae Pij, Petri Criniti,|| Aldi Manutij, Matthaei Bonfinis, et|| Iacobi Bononiensis|| ANNOTATIONIBVS in illius|| Poemata adiectis.||",,,,,,,,1137971126,Qd
1066935041,Aal,"Psalterivm Latinvm Davidis, Prophetae et Regis. Cvm Familiari Et Pia Expositione, Ac Brevi Notatione ... scripta à Christophoro. Cornero D. Et Ab Eodem Iam Bis Ac diligenter post primam editionem in singulis Psalmis emendata & aucta",,,,,,,,1137894911,Qd
1066936226,Aaf,Berůff So ein E. Rath der Statt Augspurg den 14. Junij Anno 1584. auff den Plätzen der Statt thůn vnd Publicieren lassen,,,,,,,,1137889500,Qd
